StockA_Price,StockA_Ask,StockA_Bid,StockB_Price,StockB_Ask,StockB_Bid,StockC_Price,StockC_Ask,StockC_Bid,StockD_Price,StockD_Ask,StockD_Bid,StockE_Price,StockE_Ask,StockE_Bid
194.0726033002498,197.0726033002498,191.0726033002498,194.12683415403893,195.12683415403893,193.12683415403893,256.4537393681088,258.4537393681088,254.4537393681088,176.42774775473092,177.42774775473092,175.42774775473092,248.4709945182848,251.4709945182848,245.4709945182848
197.333662136454,199.333662136454,195.333662136454,190.988701307403,192.988701307403,188.988701307403,262.103196827889,263.103196827889,261.103196827889,177.66133675909427,180.66133675909427,174.66133675909427,246.22939126267823,247.22939126267823,245.22939126267823
197.18397931198243,200.18397931198243,194.18397931198243,187.57296819000172,189.57296819000172,185.57296819000172,254.71401427719505,257.714014277195,251.71401427719505,176.84520706415367,178.84520706415367,174.84520706415367,244.5819845561984,245.5819845561984,243.5819845561984
199.3180859086801,201.3180859086801,197.3180859086801,184.13606200890553,185.13606200890553,183.13606200890553,252.84930190916802,255.84930190916802,249.84930190916802,176.42191081568873,178.42191081568873,174.42191081568873,241.19256415793143,244.19256415793143,238.19256415793143
202.24494657612033,203.24494657612033,201.24494657612033,179.59714541348734,181.59714541348734,177.59714541348734,253.84582390197667,255.84582390197667,251.84582390197667,177.16590138007916,178.16590138007916,176.16590138007916,239.28066518489092,242.28066518489092,236.28066518489092
202.09666811027523,205.09666811027523,199.09666811027523,179.25008966193582,181.25008966193582,177.25008966193582,252.38695576823807,254.38695576823807,250.38695576823807,178.28463945222074,181.28463945222074,175.28463945222074,237.2874036590924,238.2874036590924,236.2874036590924
203.78543124193598,204.78543124193598,202.78543124193598,178.09666831749396,179.09666831749396,177.09666831749396,251.9059261597014,254.9059261597014,248.9059261597014,179.82075318971138,182.82075318971138,176.82075318971138,237.60549349684936,239.60549349684936,235.60549349684936
204.96651593946376,206.96651593946376,202.96651593946376,177.48798679208363,179.48798679208363,175.48798679208363,251.1755050713827,253.1755050713827,249.1755050713827,181.22613755254173,182.22613755254173,180.22613755254173,235.8431310524419,237.8431310524419,233.8431310524419
208.65186812712614,211.65186812712614,205.65186812712614,179.13468672486755,181.13468672486755,177.13468672486755,256.3549316803099,259.3549316803099,253.3549316803099,183.22336542110781,185.22336542110781,181.22336542110781,239.78298055122715,240.78298055122715,238.78298055122715
207.21192330834845,209.21192330834845,205.21192330834845,174.60620910204608,177.60620910204608,171.60620910204608,251.61583399505588,252.61583399505588,250.61583399505588,180.45420932759887,181.45420932759887,179.45420932759887,237.28410559117924,240.28410559117924,234.28410559117924
207.9788324284291,209.9788324284291,205.9788324284291,174.82981939487308,175.82981939487308,173.82981939487308,251.47022022060088,254.47022022060088,248.47022022060088,178.8533210961737,180.8533210961737,176.8533210961737,237.53973896863022,238.53973896863022,236.53973896863022
205.49182343989844,208.49182343989844,202.49182343989844,171.4002130105769,173.4002130105769,169.4002130105769,247.21745222750263,248.21745222750263,246.21745222750263,179.3682982679222,182.3682982679222,176.3682982679222,234.73336860689997,237.73336860689997,231.73336860689997
209.71748315891193,212.71748315891193,206.71748315891193,166.57666458531537,168.57666458531537,164.57666458531537,246.45127301257233,248.45127301257233,244.45127301257233,182.3002210169348,183.3002210169348,181.3002210169348,234.72545834357098,235.72545834357098,233.72545834357098
208.73316600713815,210.73316600713815,206.73316600713815,168.92275243022377,170.92275243022377,166.92275243022377,247.2605826518256,248.2605826518256,246.2605826518256,180.9103054057149,181.9103054057149,179.9103054057149,236.57899975143835,237.57899975143835,235.57899975143835
208.4867581632223,211.4867581632223,205.4867581632223,168.4379322557601,169.4379322557601,167.4379322557601,250.1029959882916,252.1029959882916,248.1029959882916,183.8015740828001,185.8015740828001,181.8015740828001,235.74442475420432,238.74442475420432,232.74442475420432
208.15794007616057,209.15794007616057,207.15794007616057,173.56153100869423,175.56153100869423,171.56153100869423,250.79530653038694,252.79530653038694,248.79530653038694,179.97233291424018,181.97233291424018,177.97233291424018,241.16689503582083,244.16689503582083,238.16689503582083
206.05070425159994,207.05070425159994,205.05070425159994,177.04757514355393,179.04757514355393,175.04757514355393,252.87566786753288,253.87566786753288,251.87566786753288,178.43695299342002,181.43695299342002,175.43695299342002,245.89988145850478,246.89988145850478,244.89988145850478
205.75396092652056,208.75396092652056,202.75396092652056,176.79096541957028,178.79096541957028,174.79096541957028,251.37870532512227,253.37870532512227,249.37870532512227,177.74324990193793,180.74324990193793,174.74324990193793,244.67570870505142,246.67570870505142,242.67570870505142
204.53361147861568,206.53361147861568,202.53361147861568,169.84778025197704,172.84778025197704,166.84778025197704,249.1366513589739,251.1366513589739,247.1366513589739,178.6231486356872,180.6231486356872,176.6231486356872,240.46035427418175,241.46035427418175,239.46035427418175
205.40573931852475,208.40573931852475,202.40573931852475,174.31763173140916,176.31763173140916,172.31763173140916,251.39618112370812,252.39618112370812,250.39618112370812,178.58568471718496,181.58568471718496,175.58568471718496,241.3806432294759,244.3806432294759,238.3806432294759
205.53312996455716,206.53312996455716,204.53312996455716,180.01676588136232,183.01676588136232,177.01676588136232,254.50702270605666,257.50702270605666,251.50702270605666,178.79886091155808,179.79886091155808,177.79886091155808,245.14076970577725,246.14076970577725,244.14076970577725
205.34562726593558,207.34562726593558,203.34562726593558,180.9312933290272,183.9312933290272,177.9312933290272,258.87849422467485,261.87849422467485,255.87849422467485,179.18536361038576,181.18536361038576,177.18536361038576,244.46992799435804,245.46992799435804,243.46992799435804
204.46765000046804,207.46765000046804,201.46765000046804,181.64687036122137,183.64687036122137,179.64687036122137,253.2374212430429,255.2374212430429,251.2374212430429,178.10019775877643,180.10019775877643,176.10019775877643,244.0907991467845,246.0907991467845,242.0907991467845
205.94575464517374,208.94575464517374,202.94575464517374,178.8234133264594,181.8234133264594,175.8234133264594,257.2692807535791,258.2692807535791,256.2692807535791,180.17684672110755,183.17684672110755,177.17684672110755,243.85727674359242,246.85727674359242,240.85727674359242
206.68544985227447,209.68544985227447,203.68544985227447,176.53138316863482,178.53138316863482,174.53138316863482,253.14659295363248,255.14659295363248,251.14659295363248,184.80150179106474,186.80150179106474,182.80150179106474,246.08881413137763,248.08881413137763,244.08881413137763
205.922260361932,208.922260361932,202.922260361932,179.56594813914097,182.56594813914097,176.56594813914097,255.30284666221198,257.302846662212,253.30284666221198,183.28925571815606,184.28925571815606,182.28925571815606,247.1511315565935,248.1511315565935,246.1511315565935
204.26613698297768,205.26613698297768,203.26613698297768,177.46304464589508,179.46304464589508,175.46304464589508,257.0777898498967,258.0777898498967,256.0777898498967,181.6231931796207,182.6231931796207,180.6231931796207,246.3838390622857,247.3838390622857,245.3838390622857
205.2259898300768,207.2259898300768,203.2259898300768,177.3822998760702,178.3822998760702,176.3822998760702,255.60265222027078,256.6026522202708,254.60265222027078,180.34003921990427,182.34003921990427,178.34003921990427,246.51756430899405,249.51756430899405,243.51756430899405
205.13350656891714,208.13350656891714,202.13350656891714,172.2636243647924,175.2636243647924,169.2636243647924,254.85954423743365,256.8595442374336,252.85954423743365,181.2470256184951,182.2470256184951,180.2470256184951,242.5376208040738,244.5376208040738,240.5376208040738
202.4084028579637,204.4084028579637,200.4084028579637,171.56523923937795,174.56523923937795,168.56523923937795,249.53300054975185,251.53300054975185,247.53300054975185,184.63765735903326,187.63765735903326,181.63765735903326,246.6613855640821,249.6613855640821,243.6613855640821
203.21487336456005,204.21487336456005,202.21487336456005,172.37836230122502,175.37836230122502,169.37836230122502,253.383949194921,255.383949194921,251.383949194921,185.3627302717225,188.3627302717225,182.3627302717225,250.10815718156022,253.10815718156022,247.10815718156022
201.14089436796698,204.14089436796698,198.14089436796698,176.8272019131496,178.8272019131496,174.8272019131496,253.6349188986862,256.63491889868624,250.6349188986862,183.16011275382988,184.16011275382988,182.16011275382988,254.28852482233503,256.28852482233503,252.28852482233503
199.43446877376365,200.43446877376365,198.43446877376365,181.79354548893994,183.79354548893994,179.79354548893994,255.73385310308342,258.73385310308345,252.73385310308342,182.54751111481352,184.54751111481352,180.54751111481352,257.42968228606264,258.42968228606264,256.42968228606264
200.34021297991444,203.34021297991444,197.34021297991444,180.34670362620247,181.34670362620247,179.34670362620247,260.5252869089182,261.5252869089182,259.5252869089182,180.78809887703582,181.78809887703582,179.78809887703582,254.82077197062418,255.82077197062418,253.82077197062418
200.77229507001329,202.77229507001329,198.77229507001329,179.70928285168694,181.70928285168694,177.70928285168694,258.82036931555155,259.82036931555155,257.82036931555155,181.76732663416294,182.76732663416294,180.76732663416294,255.1822375814121,256.1822375814121,254.1822375814121
198.459452895271,201.459452895271,195.459452895271,180.37909167809855,182.37909167809855,178.37909167809855,260.41158641703817,261.41158641703817,259.41158641703817,179.71935580518925,180.71935580518925,178.71935580518925,250.37885932149663,251.37885932149663,249.37885932149663
198.79689377427223,201.79689377427223,195.79689377427223,181.00902061266206,182.00902061266206,180.00902061266206,258.60175368457595,259.60175368457595,257.60175368457595,176.02422109649223,177.02422109649223,175.02422109649223,247.73382955174512,249.73382955174512,245.73382955174512
198.23574113561665,199.23574113561665,197.23574113561665,182.04055384066038,185.04055384066038,179.04055384066038,262.0410456957329,265.0410456957329,259.0410456957329,176.92154459925294,178.92154459925294,174.92154459925294,253.07340885663527,254.07340885663527,252.07340885663527
197.47619160564363,198.47619160564363,196.47619160564363,177.74108426413892,179.74108426413892,175.74108426413892,259.2896247078278,260.2896247078278,258.2896247078278,175.56335356699282,177.56335356699282,173.56335356699282,251.9449679160669,252.9449679160669,250.9449679160669
194.34078785248076,195.34078785248076,193.34078785248076,176.9695292289557,178.9695292289557,174.9695292289557,258.62533133483396,261.62533133483396,255.62533133483396,173.12509812884275,174.12509812884275,172.12509812884275,250.64072916284917,251.64072916284917,249.64072916284917
195.288300540335,197.288300540335,193.288300540335,173.75533398355785,174.75533398355785,172.75533398355785,257.9746107262035,258.9746107262035,256.9746107262035,173.17740714393378,176.17740714393378,170.17740714393378,250.23751929356516,253.23751929356516,247.23751929356516
195.13624815887968,196.13624815887968,194.13624815887968,174.78635192081293,176.78635192081293,172.78635192081293,255.8919794269637,257.8919794269637,253.8919794269637,172.24582046786546,175.24582046786546,169.24582046786546,252.17406391591513,253.17406391591513,251.17406391591513
194.71424003814266,197.71424003814266,191.71424003814266,174.97574523766826,176.97574523766826,172.97574523766826,259.45379744089973,262.45379744089973,256.45379744089973,172.83519278081704,175.83519278081704,169.83519278081704,252.9477872462847,253.9477872462847,251.9477872462847
196.2405485586273,198.2405485586273,194.2405485586273,178.10804022366983,179.10804022366983,177.10804022366983,258.9568122462762,260.9568122462762,256.9568122462762,170.82642930210164,172.82642930210164,168.82642930210164,258.1011497214548,260.1011497214548,256.1011497214548
194.73998633175478,197.73998633175478,191.73998633175478,180.2284712138609,182.2284712138609,178.2284712138609,259.5315811812176,261.5315811812176,257.5315811812176,169.21963828182018,171.21963828182018,167.21963828182018,258.46539393456754,261.46539393456754,255.46539393456754
194.92099824598253,195.92099824598253,193.92099824598253,181.0318490013799,182.0318490013799,180.0318490013799,264.6747637413229,265.6747637413229,263.6747637413229,169.38582847078243,171.38582847078243,167.38582847078243,257.55020880532317,258.55020880532317,256.55020880532317
199.7262226418062,200.7262226418062,198.7262226418062,187.12132718284766,190.12132718284766,184.12132718284766,271.0950366102381,272.0950366102381,270.0950366102381,169.67097250304332,172.67097250304332,166.67097250304332,260.1634984334099,261.1634984334099,259.1634984334099
197.8144707226351,199.8144707226351,195.8144707226351,181.83889305809143,184.83889305809143,178.83889305809143,266.0655074928567,268.0655074928567,264.0655074928567,168.94742714246127,170.94742714246127,166.94742714246127,258.05325483749795,261.05325483749795,255.05325483749795
200.8307257820703,201.8307257820703,199.8307257820703,180.31512142431964,183.31512142431964,177.31512142431964,268.36339717275183,270.36339717275183,266.36339717275183,168.41147419727568,169.41147419727568,167.41147419727568,254.84419190122279,256.84419190122276,252.84419190122279
200.8288225622661,202.8288225622661,198.8288225622661,184.52404234288852,187.52404234288852,181.52404234288852,265.04262162847095,266.04262162847095,264.04262162847095,171.16510691852903,174.16510691852903,168.16510691852903,256.49848001702145,259.49848001702145,253.49848001702145
200.66062410894372,202.66062410894372,198.66062410894372,181.47353091207174,182.47353091207174,180.47353091207174,267.69415194696643,268.69415194696643,266.69415194696643,168.28071755459115,169.28071755459115,167.28071755459115,254.0123896014399,256.0123896014399,252.0123896014399
199.23356940630686,200.23356940630686,198.23356940630686,181.16283028839206,184.16283028839206,178.16283028839206,266.52144782139237,267.52144782139237,265.52144782139237,168.24411281799928,170.24411281799928,166.24411281799928,254.8969001012237,256.8969001012237,252.8969001012237
202.44110350407897,203.44110350407897,201.44110350407897,178.6714363337007,180.6714363337007,176.6714363337007,265.46338097927776,268.46338097927776,262.46338097927776,169.7034597255095,172.7034597255095,166.7034597255095,258.07841950139675,259.07841950139675,257.07841950139675
203.25804886273772,206.25804886273772,200.25804886273772,174.70247650358314,176.70247650358314,172.70247650358314,264.97967951285113,266.97967951285113,262.97967951285113,169.01464680674292,170.01464680674292,168.01464680674292,252.00121332158295,255.00121332158295,249.00121332158295
201.54409622047402,203.54409622047402,199.54409622047402,173.78764443020782,175.78764443020782,171.78764443020782,261.00071452687456,264.00071452687456,258.00071452687456,166.82000363663275,168.82000363663275,164.82000363663275,254.18973970169856,257.18973970169856,251.18973970169856
204.484593496087,205.484593496087,203.484593496087,171.0016309843584,172.0016309843584,170.0016309843584,262.70130615028734,263.70130615028734,261.70130615028734,168.21869989455175,169.21869989455175,167.21869989455175,252.83850345602985,253.83850345602985,251.83850345602985
203.24884580754548,205.24884580754548,201.24884580754548,164.1474547826748,167.1474547826748,161.1474547826748,255.2148962977603,258.21489629776033,252.2148962977603,167.22998302492988,169.22998302492988,165.22998302492988,246.94691090274668,247.94691090274668,245.94691090274668
200.92198347356967,203.92198347356967,197.92198347356967,168.104610257237,171.104610257237,165.104610257237,256.3960637922988,258.3960637922988,254.39606379229878,166.4588590247619,167.4588590247619,165.4588590247619,246.46055857738327,248.46055857738327,244.46055857738327
201.68177104327395,203.68177104327395,199.68177104327395,172.15337430312107,173.15337430312107,171.15337430312107,258.9928802666923,260.9928802666923,256.9928802666923,165.50152013762383,167.50152013762383,163.50152013762383,248.11537800788196,249.11537800788196,247.11537800788196
202.51587273282968,204.51587273282968,200.51587273282968,174.36710787040187,175.36710787040187,173.36710787040187,261.7185909008878,262.7185909008878,260.7185909008878,164.6820012673331,165.6820012673331,163.6820012673331,248.81385080436976,250.81385080436976,246.81385080436976
204.62273920326209,207.62273920326209,201.62273920326209,174.5173214723871,175.5173214723871,173.5173214723871,259.6289960910157,262.6289960910157,256.6289960910157,162.47716855166686,163.47716855166686,161.47716855166686,253.82435493140483,254.82435493140483,252.82435493140483
204.68580249592077,206.68580249592077,202.68580249592077,173.28487138188746,175.28487138188746,171.28487138188746,263.5141259748184,266.5141259748184,260.5141259748184,162.22349718774268,163.22349718774268,161.22349718774268,250.73400256791558,252.73400256791558,248.73400256791558
203.52413646815376,205.52413646815376,201.52413646815376,176.72912087029331,179.72912087029331,173.72912087029331,261.2751159380058,262.2751159380058,260.2751159380058,160.8345577279919,163.8345577279919,157.8345577279919,252.48286142284434,253.48286142284434,251.48286142284434
208.53397738558496,210.53397738558496,206.53397738558496,178.35118342961934,179.35118342961934,177.35118342961934,264.8599421224294,267.8599421224294,261.8599421224294,159.08040104941162,162.08040104941162,156.08040104941162,258.98560417027375,261.98560417027375,255.98560417027375
207.6415828260914,209.6415828260914,205.6415828260914,178.94858792403664,180.94858792403664,176.94858792403664,260.6708649111574,261.6708649111574,259.6708649111574,158.33856205743942,159.33856205743942,157.33856205743942,257.8120841244067,259.8120841244067,255.81208412440668
210.594656421555,212.594656421555,208.594656421555,180.0672128185244,181.0672128185244,179.0672128185244,265.9374376379672,267.9374376379672,263.9374376379672,160.9303975853601,162.9303975853601,158.9303975853601,257.8592572338205,259.8592572338205,255.85925723382047
208.92862223110043,210.92862223110043,206.92862223110043,179.99588514013314,181.99588514013314,177.99588514013314,263.6704958236383,264.6704958236383,262.6704958236383,161.23568063369623,163.23568063369623,159.23568063369623,257.2202738926138,259.2202738926138,255.22027389261382
207.26883607883246,210.26883607883246,204.26883607883246,176.6019921052002,179.6019921052002,173.6019921052002,261.14946099372685,264.14946099372685,258.14946099372685,160.8629713247058,161.8629713247058,159.8629713247058,257.37259260937606,259.37259260937606,255.37259260937606
207.95409835428197,209.95409835428197,205.95409835428197,175.5909358996146,178.5909358996146,172.5909358996146,261.7188079957596,262.7188079957596,260.7188079957596,161.31786352191838,163.31786352191838,159.31786352191838,257.1468577234596,259.1468577234596,255.14685772345962
205.38399340978276,208.38399340978276,202.38399340978276,177.63575934970197,178.63575934970197,176.63575934970197,255.0716948346424,257.07169483464236,253.0716948346424,159.3002014213891,161.3002014213891,157.3002014213891,261.5966336962756,262.5966336962756,260.5966336962756
207.02902673091978,208.02902673091978,206.02902673091978,176.35806047354802,177.35806047354802,175.35806047354802,260.6669680561006,263.6669680561006,257.6669680561006,161.67914479067363,162.67914479067363,160.67914479067363,259.2755836141627,262.2755836141627,256.2755836141627
206.4359899236399,207.4359899236399,205.4359899236399,181.10290751856041,184.10290751856041,178.10290751856041,262.05934659253,264.05934659253,260.05934659253,160.4169713530075,161.4169713530075,159.4169713530075,263.56028123637816,266.56028123637816,260.56028123637816
203.93150015420233,205.93150015420233,201.93150015420233,181.23945575655398,182.23945575655398,180.23945575655398,260.42348300965944,261.42348300965944,259.42348300965944,159.51466834104235,161.51466834104235,157.51466834104235,261.6178552667993,263.6178552667993,259.6178552667993
198.04350055065092,201.04350055065092,195.04350055065092,180.7214870758243,183.7214870758243,177.7214870758243,256.0430517935403,258.0430517935403,254.04305179354031,156.77294296240837,158.77294296240837,154.77294296240837,262.21952436889774,264.21952436889774,260.21952436889774
195.47847663170933,196.47847663170933,194.47847663170933,183.48400785772208,186.48400785772208,180.48400785772208,253.12085333053247,256.12085333053244,250.12085333053247,156.0854000422014,157.0854000422014,155.0854000422014,265.94285477866924,267.94285477866924,263.94285477866924
192.36364003243006,193.36364003243006,191.36364003243006,183.6944916834848,186.6944916834848,180.6944916834848,255.85510839782475,256.8551083978248,254.85510839782475,155.6444515452635,156.6444515452635,154.6444515452635,268.2123905867172,270.2123905867172,266.2123905867172
190.44393993431575,191.44393993431575,189.44393993431575,188.88161696828277,189.88161696828277,187.88161696828277,255.48484181514817,256.4848418151482,254.48484181514817,153.15344328414278,155.15344328414278,151.15344328414278,276.24458786633085,277.24458786633085,275.24458786633085
190.45892444724723,192.45892444724723,188.45892444724723,188.22606210531114,189.22606210531114,187.22606210531114,256.31564962724667,258.31564962724667,254.31564962724667,153.29879876027638,155.29879876027638,151.29879876027638,277.86577431467333,278.86577431467333,276.86577431467333
193.8800111571298,196.8800111571298,190.8800111571298,191.60589478673046,192.60589478673046,190.60589478673046,257.4486461295897,260.4486461295897,254.4486461295897,155.0496893567128,158.0496893567128,152.0496893567128,282.6755987456266,285.6755987456266,279.6755987456266
197.32809550891218,198.32809550891218,196.32809550891218,189.1037630601225,191.1037630601225,187.1037630601225,257.7464087458892,260.7464087458892,254.7464087458892,154.81695796308097,155.81695796308097,153.81695796308097,276.6824942449564,277.6824942449564,275.6824942449564
195.73271095094145,197.73271095094145,193.73271095094145,184.1112934957692,187.1112934957692,181.1112934957692,254.7549634257486,256.7549634257486,252.7549634257486,152.91017663075667,153.91017663075667,151.91017663075667,272.86611203590076,275.86611203590076,269.86611203590076
195.00690499534716,197.00690499534716,193.00690499534716,184.2492210687717,187.2492210687717,181.2492210687717,250.00071235038226,251.00071235038226,249.00071235038226,152.91338240539235,155.91338240539235,149.91338240539235,276.22013196377515,279.22013196377515,273.22013196377515
193.902059259954,194.902059259954,192.902059259954,184.18558279026576,185.18558279026576,183.18558279026576,252.5369811821845,254.5369811821845,250.5369811821845,152.22791918325026,155.22791918325026,149.22791918325026,274.44584018387013,275.44584018387013,273.44584018387013
193.1541577511783,194.1541577511783,192.1541577511783,183.5998398176547,186.5998398176547,180.5998398176547,249.37285038429715,250.37285038429715,248.37285038429715,151.72962752261847,153.72962752261847,149.72962752261847,276.9412301279585,279.9412301279585,273.9412301279585
194.3012100182531,196.3012100182531,192.3012100182531,181.14430592003035,182.14430592003035,180.14430592003035,251.19591808568606,254.19591808568606,248.19591808568606,154.66248075348886,157.66248075348886,151.66248075348886,276.67904804317493,279.67904804317493,273.67904804317493
193.5471403602259,195.5471403602259,191.5471403602259,178.67238696938426,181.67238696938426,175.67238696938426,253.14665894428907,255.14665894428907,251.14665894428907,158.24850238375197,160.24850238375197,156.24850238375197,274.12630671667034,275.12630671667034,273.12630671667034
193.63284643308515,196.63284643308515,190.63284643308515,174.33238772544422,176.33238772544422,172.33238772544422,243.9243050549022,246.9243050549022,240.9243050549022,159.49737429950918,161.49737429950918,157.49737429950918,269.0098587488789,271.0098587488789,267.0098587488789
